[2025-03-05 09:07:03.997] [INFO] Initializing DOOM.rb
[2025-03-05 09:07:03.997] [INFO] Game initialized successfully
[2025-03-05 09:07:03.998] [INFO] Starting game loop
[2025-03-05 09:07:04.332] [DEBUG] Player position: Vector[2.0, 2.0], direction: Vector[1.0, 0.0]
[2025-03-05 09:08:49.814] [DEBUG] Player position: Vector[3.962104932846042, 11.243252434011332], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:49.831] [DEBUG] Player position: Vector[3.962104932846042, 11.243252434011332], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:49.848] [DEBUG] Player position: Vector[3.9099583710085124, 11.169898933150606], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:49.864] [DEBUG] Player position: Vector[3.863605871597375, 11.104695821274404], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:49.881] [DEBUG] Player position: Vector[3.8172533721862374, 11.039492709398203], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:49.898] [DEBUG] Player position: Vector[3.768003841561904, 10.97021440302974], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:49.914] [DEBUG] Player position: Vector[3.7187543109375705, 10.900936096661276], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:49.931] [DEBUG] Player position: Vector[3.672401811526433, 10.835732984785075], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:49.948] [DEBUG] Player position: Vector[3.6231522809020995, 10.766454678416611], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:49.964] [DEBUG] Player position: Vector[3.573902750277766, 10.697176372048148], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:49.980] [DEBUG] Player position: Vector[3.5275502508666285, 10.631973260171947], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:49.997] [DEBUG] Player position: Vector[3.478300720242295, 10.562694953803483], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.014] [DEBUG] Player position: Vector[3.4290511896179616, 10.49341664743502], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.031] [DEBUG] Player position: Vector[3.382698690206824, 10.428213535558818], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.047] [DEBUG] Player position: Vector[3.3334491595824907, 10.358935229190354], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.065] [DEBUG] Player position: Vector[3.2813025977449612, 10.285581728329628], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.081] [DEBUG] Player position: Vector[3.23784712954702, 10.22445381094569], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.097] [DEBUG] Player position: Vector[3.1885975989226867, 10.155175504577226], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.114] [DEBUG] Player position: Vector[3.142245099511549, 10.089972392701025], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.130] [DEBUG] Player position: Vector[3.0958926001004117, 10.024769280824824], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.146] [DEBUG] Player position: Vector[3.046643069476078, 9.95549097445636], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.164] [DEBUG] Player position: Vector[2.994496507638549, 9.882137473595634], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.180] [DEBUG] Player position: Vector[2.9510410394406077, 9.821009556211695], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.196] [DEBUG] Player position: Vector[2.9017915088162742, 9.751731249843232], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.214] [DEBUG] Player position: Vector[2.849644946978745, 9.678377748982506], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.230] [DEBUG] Player position: Vector[2.8061894787808037, 9.617249831598567], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.247] [DEBUG] Player position: Vector[2.7569399481564703, 9.547971525230103], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.263] [DEBUG] Player position: Vector[2.7105874487453328, 9.482768413353902], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.280] [DEBUG] Player position: Vector[2.6613379181209993, 9.413490106985439], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.295] [DEBUG] Player position: Vector[2.614985418709862, 9.348286995109238], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.312] [DEBUG] Player position: Vector[2.5657358880855283, 9.279008688740774], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.329] [DEBUG] Player position: Vector[2.516486357461195, 9.20973038237231], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.346] [DEBUG] Player position: Vector[2.4672368268368614, 9.140452076003847], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.362] [DEBUG] Player position: Vector[2.420884327425724, 9.075248964127645], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.379] [DEBUG] Player position: Vector[2.3716347968013904, 9.005970657759182], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.395] [DEBUG] Player position: Vector[2.325282297390253, 8.94076754588298], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.413] [DEBUG] Player position: Vector[2.2731357355527235, 8.867414045022254], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.429] [DEBUG] Player position: Vector[2.226783236141586, 8.802210933146053], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.445] [DEBUG] Player position: Vector[2.183327767943645, 8.741083015762115], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.461] [DEBUG] Player position: Vector[2.1340782373193115, 8.671804709393651], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.479] [DEBUG] Player position: Vector[2.084828706694978, 8.602526403025188], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.496] [DEBUG] Player position: Vector[2.084828706694978, 8.602526403025188], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.512] [DEBUG] Player position: Vector[2.084828706694978, 8.602526403025188], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.529] [DEBUG] Player position: Vector[2.084828706694978, 8.602526403025188], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.546] [DEBUG] Player position: Vector[2.084828706694978, 8.602526403025188], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.562] [DEBUG] Player position: Vector[2.084828706694978, 8.602526403025188], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.579] [DEBUG] Player position: Vector[2.084828706694978, 8.602526403025188], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.597] [DEBUG] Player position: Vector[2.084828706694978, 8.602526403025188], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.613] [DEBUG] Player position: Vector[2.084828706694978, 8.602526403025188], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.630] [DEBUG] Player position: Vector[2.084828706694978, 8.602526403025188], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.646] [DEBUG] Player position: Vector[2.084828706694978, 8.602526403025188], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.664] [DEBUG] Player position: Vector[2.084828706694978, 8.602526403025188], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.679] [DEBUG] Player position: Vector[2.084828706694978, 8.602526403025188], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.697] [DEBUG] Player position: Vector[2.1340782373193115, 8.671804709393651], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.714] [DEBUG] Player position: Vector[2.186224799156841, 8.745158210254377], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.730] [DEBUG] Player position: Vector[2.229680267354782, 8.806286127638316], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.746] [DEBUG] Player position: Vector[2.2789297979791154, 8.87556443400678], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.763] [DEBUG] Player position: Vector[2.328179328603449, 8.944842740375243], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.780] [DEBUG] Player position: Vector[2.328179328603449, 8.944842740375243], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.797] [DEBUG] Player position: Vector[2.328179328603449, 8.944842740375243], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.814] [DEBUG] Player position: Vector[2.328179328603449, 8.944842740375243], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.829] [DEBUG] Player position: Vector[2.328179328603449, 8.944842740375243], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.846] [DEBUG] Player position: Vector[2.328179328603449, 8.944842740375243], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.864] [DEBUG] Player position: Vector[2.328179328603449, 8.944842740375243], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.880] [DEBUG] Player position: Vector[2.2818268291923114, 8.879639628499042], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.896] [DEBUG] Player position: Vector[2.232577298567978, 8.810361322130579], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.913] [DEBUG] Player position: Vector[2.1833277679436445, 8.741083015762115], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.931] [DEBUG] Player position: Vector[2.134078237319311, 8.671804709393651], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.948] [DEBUG] Player position: Vector[2.0848287066949776, 8.602526403025188], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.964] [DEBUG] Player position: Vector[2.035579176070644, 8.533248096656724], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.980] [DEBUG] Player position: Vector[1.992123707872703, 8.472120179272785], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:50.996] [DEBUG] Player position: Vector[1.9457712084615657, 8.406917067396584], direction: Vector[0.8150388984525232, -0.5794062426392163]
[2025-03-05 09:08:51.013] [DEBUG] Player position: Vector[1.8936246466240363, 8.333563566535858], direction: Vector[0.8451235938558621, -0.534570959843638]
[2025-03-05 09:08:51.029] [DEBUG] Player position: Vector[1.8535318246357635, 8.270179296996668], direction: Vector[0.8683156258231252, -0.4960120703686465]
[2025-03-05 09:08:51.045] [DEBUG] Player position: Vector[1.7797249964407977, 8.312340322978002], direction: Vector[0.8924722770262553, -0.45110224421916545]
[2025-03-05 09:08:51.061] [DEBUG] Player position: Vector[1.7083272142786974, 8.348428502515535], direction: Vector[0.9130889403123067, -0.4077604530595694]
[2025-03-05 09:08:51.078] [DEBUG] Player position: Vector[1.6352800990537129, 8.3810493387603], direction: Vector[0.9316022505701871, -0.3634793621824476]
[2025-03-05 09:08:51.094] [DEBUG] Player position: Vector[1.556093907755247, 8.411945084545808], direction: Vector[0.9489203769565814, -0.31551563859272647]
[2025-03-05 09:08:51.110] [DEBUG] Player position: Vector[1.4801802775987205, 8.437186335633227], direction: Vector[0.9629663662903324, -0.2696215447503963]
[2025-03-05 09:08:51.127] [DEBUG] Player position: Vector[1.3983281364640423, 8.460104166937011], direction: Vector[0.9754590385811668, -0.22018098021923305]
[2025-03-05 09:08:51.144] [DEBUG] Player position: Vector[1.320291413377549, 8.47771864535455], direction: Vector[0.9849001546502789, -0.17312332416475018]
[2025-03-05 09:08:51.160] [DEBUG] Player position: Vector[1.2365749002322752, 8.492434127908554], direction: Vector[0.9924450321351918, -0.12269009002431505]
[2025-03-05 09:08:51.178] [DEBUG] Player position: Vector[1.1522170725007839, 8.502862785560621], direction: Vector[0.9974091195505242, -0.07193780812232334]
[2025-03-05 09:08:51.194] [DEBUG] Player position: Vector[1.0674372973389894, 8.508977499251019], direction: Vector[0.9997795081032539, -0.020998456534033698]
[2025-03-05 09:08:51.211] [DEBUG] Player position: Vector[0.9824560391502128, 8.510762368056412], direction: Vector[0.9995500337489855, 0.02999550020249568]
[2025-03-05 09:08:51.229] [DEBUG] Player position: Vector[0.897494286281549, 8.5082127505392], direction: Vector[0.9967212932211558, 0.08091145555199797]
[2025-03-05 09:08:51.245] [DEBUG] Player position: Vector[0.8127729763577508, 8.50133527681728], direction: Vector[0.9913006424792659, 0.13161700581684319]
[2025-03-05 09:08:51.262] [DEBUG] Player position: Vector[0.7285124217470133, 8.490147831322847], direction: Vector[0.9833021775801777, 0.18198029444441743]
[2025-03-05 09:08:51.279] [DEBUG] Player position: Vector[0.649848247540599, 8.475589407767293], direction: Vector[0.9734379306866772, 0.2289510757791634]
[2025-03-05 09:08:51.295] [DEBUG] Player position: Vector[0.5719732130856648, 8.45727332170496], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.311] [DEBUG] Player position: Vector[0.49026005144788926, 8.433864793020765], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.328] [DEBUG] Player position: Vector[0.41335354637704164, 8.411833236612113], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.345] [DEBUG] Player position: Vector[0.41335354637704164, 8.411833236612113], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.361] [DEBUG] Player position: Vector[0.41335354637704164, 8.411833236612113], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.379] [DEBUG] Player position: Vector[0.41335354637704164, 8.411833236612113], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.395] [DEBUG] Player position: Vector[0.41335354637704164, 8.411833236612113], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.412] [DEBUG] Player position: Vector[0.41335354637704164, 8.411833236612113], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.430] [DEBUG] Player position: Vector[0.41335354637704164, 8.411833236612113], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.447] [DEBUG] Player position: Vector[0.38994501769284756, 8.493546398249888], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.463] [DEBUG] Player position: Vector[0.36791346128419433, 8.570452903320737], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.480] [DEBUG] Player position: Vector[0.34450493260000026, 8.652166064958513], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.496] [DEBUG] Player position: Vector[0.3210964039158062, 8.733879226596288], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.513] [DEBUG] Player position: Vector[0.2976878752316121, 8.815592388234064], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.530] [DEBUG] Player position: Vector[0.2756563188229589, 8.892498893304912], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.547] [DEBUG] Player position: Vector[0.2522477901387648, 8.974212054942688], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.563] [DEBUG] Player position: Vector[0.23021623373011155, 9.051118560013537], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.578] [DEBUG] Player position: Vector[0.2081846773214583, 9.128025065084385], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.595] [DEBUG] Player position: Vector[0.18615312091280503, 9.204931570155233], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.611] [DEBUG] Player position: Vector[0.16274459222861096, 9.28664473179301], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.628] [DEBUG] Player position: Vector[0.1407130358199577, 9.363551236863858], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.644] [DEBUG] Player position: Vector[0.11730450713576362, 9.445264398501633], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.661] [DEBUG] Player position: Vector[0.09389597845156955, 9.526977560139409], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.678] [DEBUG] Player position: Vector[0.07048744976737548, 9.608690721777185], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.696] [DEBUG] Player position: Vector[0.047078921083181395, 9.69040388341496], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.711] [DEBUG] Player position: Vector[0.025047364674528144, 9.767310388485809], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.729] [DEBUG] Player position: Vector[0.001638835990334063, 9.849023550123585], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.746] [DEBUG] Player position: Vector[-0.021769692693860018, 9.93073671176136], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.762] [DEBUG] Player position: Vector[-0.0451782213780541, 10.012449873399136], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.780] [DEBUG] Player position: Vector[-0.069963722337789, 10.09896969160384], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.796] [DEBUG] Player position: Vector[-0.09061830647090141, 10.171069540107759], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.813] [DEBUG] Player position: Vector[-0.09061830647090141, 10.171069540107759], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.829] [DEBUG] Player position: Vector[-0.09061830647090141, 10.171069540107759], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.846] [DEBUG] Player position: Vector[-0.09061830647090141, 10.171069540107759], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.863] [DEBUG] Player position: Vector[-0.09061830647090141, 10.171069540107759], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.881] [DEBUG] Player position: Vector[-0.09061830647090141, 10.171069540107759], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.897] [DEBUG] Player position: Vector[-0.09061830647090141, 10.171069540107759], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.914] [DEBUG] Player position: Vector[-0.09061830647090141, 10.171069540107759], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.931] [DEBUG] Player position: Vector[-0.09061830647090141, 10.171069540107759], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.947] [DEBUG] Player position: Vector[-0.09061830647090141, 10.171069540107759], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.964] [DEBUG] Player position: Vector[-0.09061830647090141, 10.171069540107759], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.981] [DEBUG] Player position: Vector[-0.09061830647090141, 10.171069540107759], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:51.998] [DEBUG] Player position: Vector[-0.11402683515509549, 10.252782701745534], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.014] [DEBUG] Player position: Vector[-0.13743536383928956, 10.33449586338331], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.031] [DEBUG] Player position: Vector[-0.15946692024794282, 10.411402368454159], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.048] [DEBUG] Player position: Vector[-0.1828754489321369, 10.493115530091934], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.064] [DEBUG] Player position: Vector[-0.20628397761633097, 10.57482869172971], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.081] [DEBUG] Player position: Vector[-0.22969250630052504, 10.656541853367486], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.098] [DEBUG] Player position: Vector[-0.2517240627091783, 10.733448358438334], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.114] [DEBUG] Player position: Vector[-0.27513259139337237, 10.81516152007611], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.131] [DEBUG] Player position: Vector[-0.2971641478020256, 10.892068025146958], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.148] [DEBUG] Player position: Vector[-0.40228583812399527, 10.95037265810054], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.164] [DEBUG] Player position: Vector[-0.48399899976177085, 10.926964129416344], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.180] [DEBUG] Player position: Vector[-0.5560988482656904, 10.906309545283232], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.196] [DEBUG] Player position: Vector[-0.637812009903466, 10.882901016599037], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.213] [DEBUG] Player position: Vector[-0.7147185149743136, 10.860869460190385], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.228] [DEBUG] Player position: Vector[-0.7916250200451612, 10.838837903781732], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.246] [DEBUG] Player position: Vector[-0.8733381816829368, 10.815429375097537], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.261] [DEBUG] Player position: Vector[-0.9502446867537844, 10.793397818688884], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.278] [DEBUG] Player position: Vector[-1.03195784839156, 10.76998929000469], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.296] [DEBUG] Player position: Vector[-1.1136710100293354, 10.746580761320494], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.313] [DEBUG] Player position: Vector[-1.200190828234039, 10.721795260360759], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.331] [DEBUG] Player position: Vector[-1.2819039898718145, 10.698386731676564], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.347] [DEBUG] Player position: Vector[-1.36361715150959, 10.674978202992369], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.364] [DEBUG] Player position: Vector[-1.4453303131473656, 10.651569674308174], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.380] [DEBUG] Player position: Vector[-1.5174301616512853, 10.630915090175062], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.397] [DEBUG] Player position: Vector[-1.5991433232890608, 10.607506561490867], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.413] [DEBUG] Player position: Vector[-1.6760498283599083, 10.585475005082214], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.430] [DEBUG] Player position: Vector[-1.7577629899976839, 10.56206647639802], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.447] [DEBUG] Player position: Vector[-1.8394761516354594, 10.538657947713824], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.464] [DEBUG] Player position: Vector[-1.925995969840163, 10.513872446754089], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.481] [DEBUG] Player position: Vector[-2.0029024749110107, 10.491840890345436], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.497] [DEBUG] Player position: Vector[-2.0846156365487865, 10.468432361661241], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.514] [DEBUG] Player position: Vector[-2.166328798186562, 10.445023832977046], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.532] [DEBUG] Player position: Vector[-2.166328798186562, 10.445023832977046], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.549] [DEBUG] Player position: Vector[-2.166328798186562, 10.445023832977046], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.566] [DEBUG] Player position: Vector[-2.166328798186562, 10.445023832977046], direction: Vector[0.961331313385595, 0.2753944551081656]
[2025-03-05 09:08:52.583] [DEBUG] Player position: Vector[-2.166328798186562, 10.445023832977046], direction: Vector[0.9741204024163326, 0.2260297360885038]
[2025-03-05 09:08:52.598] [DEBUG] Player position: Vector[-2.166328798186562, 10.445023832977046], direction: Vector[0.9838436927881197, 0.1790295734258239]
[2025-03-05 09:08:52.615] [DEBUG] Player position: Vector[-2.166328798186562, 10.445023832977046], direction: Vector[0.9916910320548947, 0.12864251607417426]
[2025-03-05 09:08:52.632] [DEBUG] Player position: Vector[-2.166328798186562, 10.445023832977046], direction: Vector[0.996721293221156, 0.08091145555199791]
[2025-03-05 09:08:52.649] [DEBUG] Player position: Vector[-2.166328798186562, 10.445023832977046], direction: Vector[0.9995500337489858, 0.02999550020249562]
[2025-03-05 09:08:52.665] [DEBUG] Player position: Vector[-2.166328798186562, 10.445023832977046], direction: Vector[0.9997795081032541, -0.020998456534033774]
[2025-03-05 09:08:52.682] [DEBUG] Player position: Vector[-2.166328798186562, 10.445023832977046], direction: Vector[0.9976204443134996, -0.0689452615321171]
[2025-03-05 09:08:52.699] [DEBUG] Player position: Vector[-2.166328798186562, 10.445023832977046], direction: Vector[0.9928086358538645, -0.11971220728891915]
[2025-03-05 09:08:52.715] [DEBUG] Player position: Vector[-2.166328798186562, 10.445023832977046], direction: Vector[0.9854150917963466, -0.17016784907847365]
[2025-03-05 09:08:52.732] [DEBUG] Player position: Vector[-2.166328798186562, 10.445023832977046], direction: Vector[0.9761151909686289, -0.21725361667938545]
[2025-03-05 09:08:52.749] [DEBUG] Player position: Vector[-2.166328798186562, 10.445023832977046], direction: Vector[0.9637708963658886, -0.26673143668883065]
[2025-03-05 09:08:52.765] [DEBUG] Player position: Vector[-2.166328798186562, 10.445023832977046], direction: Vector[0.9489203769565812, -0.3155156385927265]
[2025-03-05 09:08:52.782] [DEBUG] Player position: Vector[-2.166328798186562, 10.445023832977046], direction: Vector[0.9316022505701869, -0.36347936218244764]
[2025-03-05 09:08:52.800] [DEBUG] Player position: Vector[-2.166328798186562, 10.445023832977046], direction: Vector[0.9118615518908993, -0.41049788085094535]
[2025-03-05 09:08:52.816] [DEBUG] Player position: Vector[-2.166328798186562, 10.445023832977046], direction: Vector[0.8897496153477986, -0.45644892593634234]
[2025-03-05 09:08:52.833] [DEBUG] Player position: Vector[-2.166328798186562, 10.445023832977046], direction: Vector[0.8653239416229396, -0.5012130046737969]
[2025-03-05 09:08:52.849] [DEBUG] Player position: Vector[-2.166328798186562, 10.445023832977046], direction: Vector[0.8402782928928615, -0.5421553195285044]
